11967	11500	12483
12040	11521	12489
12074	11522	12516
12109	11535	12617
12132	11605	12642
12236	11621	12648
12287	11626	12649
12295	11662	12672
12386	11674	12678
12415	11674	12776
12427	11686	12788
12516	11710	12812
12545	11840	12882
12560	11880	12973
12561	11931	12987
12570	11968	13007
12615	12000	13009
12619	12088	13027
12629	12147	13030
12635	12151	13031
12644	12153	13032
12746	12191	13095
12792	12196	13108
12802	12205	13124
12811	12247	13204
12823	12281	13259
12835	12327	13297
12856	12347	13299
12932	12394	13314
12972	12474	13316
12987	12480	13319
12990	12546	13341
12990	12590	13424
13013	12601	13426
13035	12622	13461
13049	12702	13464
13063	12751	13498
13079	12804	13508
13123	12831	13523
13152	12851	13545
13176	12856	13562
13185	12889	13574
13253	12910	13589
13272	12984	13590
13288	13044	13652
13301	13050	13758
13355	13052	13828
13396	13084	13945
13436	13113	14005
13470	13173	14089
13586	13226	14110
13609	13258	14113
13635	13373	14200
13653	13381	14203
13658	13390	14204
13717	13414	14346
13779	13464	14402
13928	13471	14404
13955	13495	14452
13962	13500	14459
13990	13522	14546
14040	13550	14566
14058	13579	14583
14105	13585	14621
14113	13631	14651
14136	13658	14767
14159	13691	14828
14195	13732	14830
14279	13737	14886
14283	13757	14888
14309	13765	14903
14317	13772	14903
14358	13781	14975
14495	13787	14991
14520	13812	15004
14547	13821	15011
14636	13871	15091
14653	13936	15103
14717	13949	15126
14720	13950	15128
14739	13963	15130
14779	13981	15149
14799	13995	15170
14822	14006	15210
14881	14045	15304
14887	14073	15359
14978	14117	15364
15006	14130	15524
15026	14132	15545
15089	14139	15582
15140	14139	15613
15190	14226	15654
15216	14295	15657
15218	14321	15677
15229	14364	15710
15284	14372	15745
15296	14375	15794
15301	14381	15872
15332	14559	15905
15340	14565	16037
15372	14622	16048
15431	14653	16103
15442	14685	16112
15449	14711	16400
15501	14769	16414
15512	14776	16419
15596	14801	16431
15604	14928	16445
15608	14939	16454
15676	14959	16461
15681	14999	16468
15701	15003	16569
15720	15007	16574
15723	15028	16605
15762	15035	16644
15773	15103	16646
15788	15161	16692
15793	15215	16704
15808	15216	16738
15868	15286	16756
15871	15342	16769
15947	15367	16790
15958	15498	16835
16001	15526	16955
16019	15682	16959
16107	15774	16996
16158	15780	16999
16166	15830	17024
16178	15886	17104
16185	15897	17121
16238	15955	17154
16254	15996	17176
16267	16006	17189
16288	16017	17241
16373	16028	17291
16386	16044	17305
16390	16106	17326
16392	16108	17339
16464	16151	17424
16465	16188	17430
16513	16215	17440
16530	16220	17529
16598	16263	17535
16632	16366	17562
16823	16420	17594
16856	16491	17678
16877	16495	17703
16916	16496	17779
17096	16509	17781
17126	16510	17838
17130	16515	17878
17156	16535	17918
17194	16542	17929
17233	16603	17944
17318	16620	18021
17323	16622	18082
17334	16666	18155
17337	16720	18159
17354	16751	18177
17355	16776	18228
17394	16830	18230
17400	16926	18250
17402	17068	18356
17439	17139	18369
17480	17346	18373
17506	17348	18387
17552	17437	18443
17561	17449	18446
17622	17500	18469
17643	17547	18479
17655	17566	18481
17680	17578	18503
17723	17587	18523
17741	17597	18534
17750	17601	18571
17757	17612	18598
17838	17614	18605
17901	17635	18682
17914	17665	18697
17958	17685	18712
17971	17709	18726
17987	17835	18803
18005	17859	18834
18019	17875	18888
18032	17990	18909
18053	18026	19001
18058	18056	19017
18068	18108	19029
18102	18111	19042
18142	18163	19081
18151	18196	19093
18156	18201	19169
18188	18219	19186
18198	18226	19222
18207	18255	19286
18286	18339	19286
18341	18347	19291
18438	18361	19293
18483	18374	19332
18508	18440	19343
18517	18467	19352
18550	18478	19354
18674	18546	19368
18676	18552	19463
18714	18577	19517
18761	18586	19575
18795	18594	19633
18859	18628	19765
18862	18632	19779
18882	18646	19836
18888	18663	19863
18973	18671	19868
18978	18692	19882
18979	18704	19903
18997	18743	19914
19064	18772	19973
19118	18805	19998
19120	18871	20016
19134	19005	20017
19159	19011	20056
19163	19106	20073
19211	19110	20094
19273	19117	20162
19321	19137	20208
19322	19200	20241
19429	19216	20253
19494	19220	20470
19603	19250	20509
19634	19302	20512
19663	19326	20545
19795	19338	20560
19838	19341	20561
19850	19396	20656
19920	19471	20661
19944	19482	20684
19963	19524	20689
19992	19596	20696
20056	19687	20734
20079	19729	20740
20098	19737	20761
20131	19741	20796
20194	19759	20828
20223	19781	20835
20256	19868	20881
20269	19941	20884
20282	19948	20901
20294	19993	20953
20344	19994	20967
20361	19995	20972
20388	20125	21032
20490	20150	21141
20518	20187	21159
20527	20194	21191
20528	20204	21264
20535	20205	21312
20559	20227	21333
20587	20273	21334
20607	20311	21343
20661	20331	21344
20678	20350	21427
20688	20362	21430
20739	20400	21545
20745	20439	21564
20799	20481	21579
20832	20482	21641
20893	20504	21666
20928	20609	21708
20944	20625	21717
20976	20690	21750
20981	20719	21754
21057	20738	21761
21063	20762	21775
21064	20811	21836
21120	20840	21864
21137	20870	21872
21149	20914	21910
21179	20932	21926
21214	20948	21941
21241	20972	21955
21245	21055	21982
21256	21081	21996
21328	21083	22014
21370	21158	22040
21432	21201	22041
21511	21241	22051
21574	21362	22144
21663	21375	22219
21706	21421	22266
21756	21432	22336
21781	21495	22344
21793	21502	22351
21808	21505	22370
21814	21546	22377
21923	21550	22390
21924	21566	22631
21939	21620	22669
21948	21629	22671
21987	21652	22674
22107	21673	22753
22135	21720	22776
22164	21722	22799
22170	21769	22812
22173	21778	22852
22206	21814	22870
22240	21818	22901
22258	21820	22902
22267	21827	22908
22302	21845	22917
22306	21864	22944
22333	21955	22945
22373	22040	22967
22399	22047	22981
22400	22060	23014
22408	22072	23074
22424	22076	23089
22427	22088	23089
22431	22193	23098
22563	22214	23103
22573	22255	23239
22620	22314	23255
22621	22343	23300
22640	22407	23325
22648	22426	23359
22676	22485	23374
22706	22485	23412
22710	22486	23413
22749	22571	23415
22835	22590	23477
22858	22618	23556
22889	22643	23588
22900	22649	23651
22971	22670	23688
22984	22675	23697
23046	22684	23720
23071	22698	23721
23094	22702	23788
23139	22792	23803
23156	22814	23818
23184	22834	23839
23243	22909	23870
23263	22927	23876
23280	22948	23879
23378	23016	23910
23431	23022	23921
23435	23023	23930
23436	23061	23935
23447	23119	23948
23484	23123	23952
23487	23136	23998
23490	23141	24001
23506	23150	24019
23509	23182	24104
23523	23230	24112
23554	23381	24138
23582	23451	24156
23634	23486	24179
23665	23500	24242
23678	23519	24263
23690	23554	24276
23710	23562	24315
23712	23655	24316
23712	23663	24327
23728	23666	24335
23764	23669	24339
23852	23689	24388
23857	23699	24523
23861	23760	24553
23898	23768	24571
23929	23770	24622
23950	23849	24627
23954	23854	24637
24065	24028	24638
24184	24109	24638
24203	24197	24677
24220	24197	24732
24235	24207	24754
24269	24216	24778
24280	24217	24788
24314	24279	24813
24339	24306	24837
24403	24375	24945
24411	24411	25021
24418	24429	25146
24543	24461	25162
24744	24468	25190
24776	24565	25206
24806	24575	25222
24807	24616	25233
24869	24630	25347
24875	24642	25370
24920	24738	25379
24927	24754	25544
24989	24797	25567
25002	24809	25645
25082	24814	25659
25112	24838	25664
25126	24842	25781
25134	24882	25785
25476	24923	25786
25482	24937	25791
25509	24945	25795
25509	24972	25799
25528	25029	25848
25540	25086	25908
25548	25146	25948
25566	25163	25971
25604	25167	26028
25612	25205	26042
25672	25206	26048
25686	25212	26093
25695	25251	26124
25697	25282	26158
25717	25341	26175
25728	25455	26219
25825	25569	26237
25852	25597	26278
25895	25659	26313
25906	25665	26469
25919	25690	26497
25923	25738	26562
25975	25768	26571
26003	25772	26619
26003	25808	26636
26013	25846	26643
26014	25867	26695
26036	25900	26700
26070	25944	26725
26114	25962	26754
26142	25985	26876
26156	26030	26901
26265	26160	26916
26271	26170	26935
26331	26212	26937
26333	26270	27011
26344	26341	27056
26387	26357	27065
26482	26400	27078
26494	26444	27109
26602	26484	27132
26625	26489	27132
26625	26576	27169
26637	26592	27193
26659	26594	27245
26716	26617	27258
26720	26630	27294
26734	26634	27323
26752	26638	27333
26778	26675	27337
26789	26708	27347
26885	26719	27362
27007	26740	27441
27040	26784	27474
27103	26824	27480
27159	26842	27520
27203	26873	27559
27225	26932	27560
27233	26971	27589
27256	27011	27599
27283	27033	27620
27338	27041	27701
27342	27069	27737
27367	27128	27742
27385	27134	27780
27421	27176	27809
27471	27219	27816
27519	27237	27827
27529	27322	27830
27545	27325	27835
27574	27358	27847
27605	27397	27850
27652	27410	27850
27657	27463	27920
27674	27479	27982
27714	27553	28038
27722	27577	28045
27792	27598	28051
27820	27601	28081
27842	27642	28093
27872	27662	28095
27880	27668	28115
27903	27677	28119
27919	27678	28121
27965	27724	28223
28016	27732	28280
28033	27774	28296
28052	27778	28312
28066	27823	28323
28089	27826	28325
28099	27838	28335
28143	27880	28346
28158	27913	28370
28177	27936	28425
28210	27948	28484
28239	28013	28573
28292	28016	28574
28301	28114	28601
28351	28125	28615
28377	28127	28687
28386	28156	28705
28392	28174	28791
28442	28196	28817
28447	28203	28893
28542	28223	28906
28558	28233	28929
28564	28237	28931
28584	28317	29000
28630	28361	29110
28642	28366	29159
28643	28401	29196
28696	28548	29231
28699	28697	29314
28816	28732	29329
28842	28802	29371
28863	28890	29390
28986	28943	29425
29012	28973	29491
29099	28982	29531
29119	29022	29531
29147	29055	29561
29154	29071	29587
29183	29128	29706
29216	29223	29742
29219	29232	29764
29249	29292	29824
29297	29376	29874
29323	29421	29874
29352	29468	29893
29373	29489	29895
29416	29515	29895
29424	29536	29916
29531	29550	29934
29594	29550	29963
29631	29561	29998
29634	29562	30037
29640	29570	30122
29641	29614	30170
29658	29636	30209
29660	29659	30229
29768	29659	30271
29771	29664	30317
29830	29687	30366
29831	29688	30382
29904	29760	30399
29916	29777	30411
29943	29795	30418
30048	29899	30523
30076	29934	30557
30077	29982	30596
30091	30055	30597
30125	30139	30645
30165	30151	30664
30217	30194	30732
30225	30198	30796
30232	30234	30816
30323	30244	30820
30333	30282	30842
30412	30317	30844
30440	30329	30878
30448	30407	30900
30512	30427	30938
30541	30438	30938
30547	30441	30966
30615	30454	30978
30693	30476	30980
30718	30478	31033
30724	30479	31036
30730	30501	31039
30761	30503	31040
30762	30532	31145
30788	30546	31148
30803	30551	31178
30804	30577	31219
30852	30585	31230
30870	30633	31237
30902	30698	31359
30974	30739	31363
31067	30741	31364
31088	30745	31404
31102	30751	31418
31103	30770	31479
31231	30824	31507
31245	30999	31559
31261	31044	31619
31282	31053	31636
31292	31186	31698
31332	31308	31707
31375	31379	31719
31386	31379	31719
31402	31441	31749
31412	31447	31804
31446	31464	31861
31600	31637	31863
31629	31658	31892
31652	31681	31897
31678	31703	31928
31706	31703	31952
31891	31787	32045
31908	31827	32138
31945	31839	32200
31953	31840	32207
31964	31843	32207
32023	31855	32230
32028	31871	32250
32078	31883	32268
32079	31907	32297
32112	31932	32347
32135	31960	32347
32155	32056	32374
32158	32121	32428
32189	32167	32464
32206	32180	32512
32222	32202	32537
32261	32296	32539
32288	32310	32541
32379	32407	32545
32405	32413	32551
32420	32443	32574
32481	32457	32576
32537	32464	32628
32549	32472	32657
32585	32668	32687
32617	32680	32716
32629	32767	32748
